"order_id","order_date","customer_id","customer_name","city","pincode","product_id","product_name","category","quantity","price","discount","total_amount","payment_method","delivery_type","order_status","vendor_id","vendor_name","coupon_code","rating","is_returned","delivery_time_days"
"6921","2025-03-07","C004801","Customer_4801","Rajkot","828280","P1006","WholeWheatAtta_5kg","Grocery","2","229","109","349","NetBanking","Standard","Cancelled","V0142","Vendor_142","NEWUSER50","","N","1"
"6922","2025-01-13","C000323","Customer_323","Jammu","654626","P1025","ChocolateBar","Snacks","1","95","7","88","NetBanking","Standard","Delivered","V0076","Vendor_76","FESTIVE10","","N","1"
"6923","2024-11-13","C005850","Customer_5850","Meerut","413192","P1043","OlivesJar","Grocery","3","192","0","576","UPI","Standard","Delivered","V0043","Vendor_43","","4","N","2"
"6924","2025-07-24","C005034","Customer_5034","Pune","507847","P1044","Pickle_500g","Grocery","1","272","0","272","NetBanking","Standard","Returned","V0074","Vendor_74","","","Y","2"
"6925","2024-03-02","C007168","Customer_7168","Vadodara","233514","P1021","FrozenFish_1kg","Frozen","1","336","80","256","COD","Standard","Delivered","V0087","Vendor_87","FREESHIP","5","N","2"
"6926","2025-06-21","C007773","Customer_7773","Hyderabad","976101","P1006","WholeWheatAtta_5kg","Grocery","1","220","0","220","UPI","Standard","Delivered","V0037","Vendor_37","","5","N","3"
"6927","2024-03-24","C004039","Customer_4039","Bengaluru","823941","P1015","FloorCleaner_1L","Household","1","305","0","305","NetBanking","Standard","Delivered","V0144","Vendor_144","","","N","2"
"6928","2025-11-22","C002615","Customer_2615","Jaipur","520287","P1024","BiscuitsPack","Snacks","1","57","0","57","Wallet","Standard","Delivered","V0162","Vendor_162","","4","N","2"
"6929","2025-07-07","C000323","Customer_323","Bengaluru","374057","P1029","Cheese_200g","Dairy","2","140","0","280","UPI","Standard","Out for Delivery","V0008","Vendor_8","","","N","2"
"6930","2025-09-06","C002275","Customer_2275","Gurgaon","190016","P1025","ChocolateBar","Snacks","1","73","0","73","Wallet","Standard","Delivered","V0161","Vendor_161","","","N","2"
"6931","2025-02-26","C000494","Customer_494","Gorakhpur","405280","P1012","Shampoo_200ml","PersonalCare","1","108","31","77","Wallet","Standard","Delivered","V0188","Vendor_188","NEWUSER50","4","N","2"
"6932","2024-06-14","C007538","Customer_7538","Nellore","148498","P1012","Shampoo_200ml","PersonalCare","1","194","0","194","Card","Standard","Delivered","V0124","Vendor_124","","","N","4"
"6933","2025-04-02","C007110","Customer_7110","Kolkata","510025","P1049","BabyWipes","Baby","2","254","0","508","COD","Standard","Delivered","V0016","Vendor_16","","","N","1"
"6934","2025-09-15","C003409","Customer_3409","Jammu","205981","P1012","Shampoo_200ml","PersonalCare","1","173","0","173","Card","Standard","Processing","V0111","Vendor_111","","","N","3"
"6935","2024-06-19","C001916","Customer_1916","Ahmedabad","971733","P1034","PeanutButter_350g","Grocery","2","204","0","408","UPI","Express","Delivered","V0196","Vendor_196","","4","N","0"
"6936","2024-12-28","C000721","Customer_721","Ajmer","169860","P1021","FrozenFish_1kg","Frozen","1","303","0","303","NetBanking","Standard","Delivered","V0102","Vendor_102","","5","N","2"
"6937","2025-06-17","C007490","Customer_7490","Mysore","368161","P1018","Mask_10pc","Household","3","216","0","648","NetBanking","Standard","Delivered","V0114","Vendor_114","","","N","1"
"6938","2025-10-10","C004431","Customer_4431","Patna","358420","P1005","Apple_1kg","Fruits","3","148","0","444","NetBanking","Standard","Delivered","V0135","Vendor_135","","","N","3"
"6939","2024-07-04","C002666","Customer_2666","Kolhapur","748190","P1037","EnergyDrink_500ml","Beverages","1","155","0","155","COD","Standard","Delivered","V0026","Vendor_26","","3","N","3"
"6940","2025-09-27","C007018","Customer_7018","Mumbai","951320","P1022","Tea_250g","Beverages","1","146","27","119","NetBanking","Express","Delivered","V0064","Vendor_64","FREESHIP","5","N","1"
"6941","2025-02-19","C006951","Customer_6951","Lucknow","701283","P1021","FrozenFish_1kg","Frozen","1","324","0","324","UPI","Standard","Delivered","V0054","Vendor_54","","5","N","1"
"6942","2025-07-14","C001448","Customer_1448","Dhanbad","348504","P1031","TomatoKetchup_500g","Grocery","1","171","0","171","NetBanking","Express","Delivered","V0048","Vendor_48","","5","N","1"
"6943","2024-01-11","C000449","Customer_449","Jaipur","105030","P1016","RiceCooker","Appliances","3","2377","0","7131","Wallet","Standard","Delivered","V0038","Vendor_38","","5","N","1"
"6944","2025-08-20","C004950","Customer_4950","Amritsar","681618","P1039","InstantNoodlesPack","Snacks","2","77","0","154","Card","Standard","Delivered","V0189","Vendor_189","","5","N","4"
"6945","2025-02-26","C001098","Customer_1098","Durgapur","779625","P1032","Mayonnaise_250g","Grocery","1","175","0","175","Card","Standard","Delivered","V0120","Vendor_120","","4","N","3"
"6946","2025-02-02","C000534","Customer_534","Chandigarh","497284","P1029","Cheese_200g","Dairy","1","123","24","99","Card","Express","Delivered","V0188","Vendor_188","FESTIVE10","4","N","2"
"6947","2024-11-10","C005647","Customer_5647","Rajkot","725981","P1046","FaceWash_100ml","PersonalCare","2","169","0","338","Card","Standard","Delivered","V0152","Vendor_152","","","N","4"
"6948","2024-06-25","C003364","Customer_3364","Gaya","492021","P1021","FrozenFish_1kg","Frozen","1","264","0","264","NetBanking","Standard","Delivered","V0081","Vendor_81","","","N","2"
"6949","2025-09-12","C006909","Customer_6909","Mumbai","265603","P1050","Handwash_250ml","Household","3","147","0","441","COD","Standard","Delivered","V0029","Vendor_29","","","N","1"
"6950","2025-06-19","C007402","Customer_7402","Nellore","727941","P1018","Mask_10pc","Household","3","255","0","765","Card","Standard","Delivered","V0147","Vendor_147","","","N","3"
"6951","2025-03-21","C007022","Customer_7022","Gwalior","894610","P1004","Bananas_1kg","Fruits","2","139","0","278","Wallet","Standard","Delivered","V0171","Vendor_171","","4","N","4"
"6952","2025-06-20","C002043","Customer_2043","Ranchi","946401","P1043","OlivesJar","Grocery","1","182","0","182","Card","Standard","Returned","V0144","Vendor_144","","","Y","2"
"6953","2024-03-09","C007984","Customer_7984","Jaipur","906386","P1029","Cheese_200g","Dairy","2","64","0","128","Card","Standard","Delivered","V0058","Vendor_58","","5","N","1"
"6954","2024-08-11","C000386","Customer_386","Hyderabad","829408","P1026","Juice_1L","Beverages","1","136","0","136","NetBanking","Express","Delivered","V0047","Vendor_47","","","N","1"
"6955","2024-11-07","C001979","Customer_1979","Gwalior","957102","P1047","LipBalm","PersonalCare","1","183","0","183","Card","Standard","Delivered","V0033","Vendor_33","","5","N","4"
"6956","2025-09-01","C000322","Customer_322","Mumbai","482999","P1011","Toothpaste_100g","PersonalCare","3","183","0","549","Wallet","Standard","Out for Delivery","V0129","Vendor_129","","","N","3"
"6957","2024-01-07","C002691","Customer_2691","Chennai","452885","P1037","EnergyDrink_500ml","Beverages","3","113","0","339","Wallet","Standard","Delivered","V0163","Vendor_163","","4","N","3"
"6958","2024-07-18","C000022","Customer_22","Amritsar","423547","P1031","TomatoKetchup_500g","Grocery","1","273","0","273","Card","Express","Delivered","V0020","Vendor_20","","5","N","1"
"6959","2025-07-05","C006365","Customer_6365","Hyderabad","725832","P1011","Toothpaste_100g","PersonalCare","1","206","0","206","COD","Standard","Delivered","V0126","Vendor_126","","5","N","3"
"6960","2025-10-23","C005257","Customer_5257","Gwalior","643201","P1046","FaceWash_100ml","PersonalCare","1","184","0","184","Wallet","Standard","Delivered","V0176","Vendor_176","","","N","1"
"6961","2025-06-22","C000838","Customer_838","Shimla","879119","P1033","SoyaChunks_500g","Grocery","2","180","0","360","NetBanking","Express","Delivered","V0041","Vendor_41","","5","N","0"
"6962","2025-04-29","C000749","Customer_749","Dhanbad","927547","P1032","Mayonnaise_250g","Grocery","1","187","0","187","Card","Standard","Processing","V0111","Vendor_111","","","N","1"
"6963","2025-01-27","C001855","Customer_1855","","119229","P1035","CookingGasRefill","Household","1","324","0","324","COD","Standard","Delivered","V0190","Vendor_190","","","N","2"
"6964","2024-03-30","C006437","Customer_6437","Mumbai","158605","P1021","FrozenFish_1kg","Frozen","1","341","0","341","UPI","Standard","Processing","V0181","Vendor_181","","","N","1"
"6965","2024-06-19","C007176","Customer_7176","Chennai","","P1017","MobileCharger","Electronics","1","845","245","600","Wallet","Standard","Delivered","V0109","Vendor_109","FREESHIP","","N","2"
"6966","2025-07-15","C002934","Customer_2934","Gurgaon","619877","P1035","CookingGasRefill","Household","2","236","0","472","NetBanking","Standard","Delivered","V0047","Vendor_47","","","N","2"
"6967","2025-06-30","C001099","Customer_1099","Jammu","220221","P1035","CookingGasRefill","Household","3","217","0","651","NetBanking","Standard","Delivered","V0068","Vendor_68","","5","N","2"
"6968","2025-09-05","C005831","Customer_5831","Bhopal","980978","P1049","BabyWipes","Baby","1","306","0","306","NetBanking","Express","Delivered","V0121","Vendor_121","","","N","1"
"6969","2024-07-05","C004372","Customer_4372","Patna","973657","P1005","Apple_1kg","Fruits","2","87","0","174","Wallet","Standard","Delivered","V0085","Vendor_85","","4","N","1"
"6970","2025-08-10","C003911","Customer_3911","Jodhpur","731321","P1027","Cereal_500g","Grocery","2","161","0","322","NetBanking","Express","Delivered","V0054","Vendor_54","","5","N","1"
"6971","2024-07-28","C007775","Customer_7775","Hyderabad","722205","P1041","BreadLoaf","Bakery","2","106","0","212","UPI","Standard","Delivered","V0186","Vendor_186","","5","N","4"
"6972","2025-01-25","C004283","Customer_4283","Delhi","528116","P1042","Maggie_2pack","Snacks","1","87","0","87","NetBanking","Standard","Delivered","V0159","Vendor_159","","5","N","1"
"6973","2024-10-07","C007385","Customer_7385","Gorakhpur","453641","P1031","TomatoKetchup_500g","Grocery","1","211","48","163","Wallet","Standard","Delivered","V0053","Vendor_53","SAVE20","4","N","4"
"6974","2024-08-06","C007704","Customer_7704","Kolhapur","166439","P1024","BiscuitsPack","Snacks","2","89","0","178","Wallet","Standard","Delivered","V0021","Vendor_21","","5","N","2"
"6975","2025-02-06","C005706","Customer_5706","Bhubaneswar","650089","P1012","Shampoo_200ml","PersonalCare","2","151","59","243","UPI","Express","Delivered","V0106","Vendor_106","ZP100","5","N","1"
"6976","2025-07-09","C006862","Customer_6862","Ajmer","894543","P1025","ChocolateBar","Snacks","3","88","0","264","Card","Standard","Delivered","V0031","Vendor_31","","","N","1"
"6977","2024-02-26","C005219","Customer_5219","Ahmedabad","669021","P1015","FloorCleaner_1L","Household","1","182","0","182","COD","Standard","Delivered","V0175","Vendor_175","","","N","2"
"6978","2025-08-08","C007115","Customer_7115","Hyderabad","186236","P1030","Pasta_500g","Grocery","1","229","0","229","Card","Standard","Delivered","V0003","Vendor_3","","","N","2"
"6979","2025-10-21","C007547","Customer_7547","Pune","642414","P1028","Butter_200g","Dairy","3","121","0","363","Wallet","Express","Delivered","V0115","Vendor_115","","4","N","1"
"6980","2024-05-09","C007678","Customer_7678","Ahmedabad","322645","P1006","WholeWheatAtta_5kg","Grocery","3","183","0","549","COD","Standard","Delivered","V0119","Vendor_119","","","N","4"
"6981","2024-09-19","C001329","Customer_1329","Chandigarh","783780","P1049","BabyWipes","Baby","1","215","0","215","Card","Express","Delivered","V0068","Vendor_68","","4","N","0"
"6982","2024-01-22","C001561","Customer_1561","Jodhpur","378577","P1036","Soda_330ml","Beverages","1","192","0","192","NetBanking","Standard","Delivered","V0053","Vendor_53","","5","N","4"
"6983","2024-07-04","C002622","Customer_2622","Coimbatore","486389","P1041","BreadLoaf","Bakery","1","90","13","77","Card","Standard","Processing","V0154","Vendor_154","FREESHIP","","N","3"
"6984","2024-07-10","C006721","Customer_6721","Jaipur","714937","P1006","WholeWheatAtta_5kg","Grocery","3","138","0","414","NetBanking","Express","Delivered","V0149","Vendor_149","","5","N","2"
"6985","2024-01-02","C003274","Customer_3274","Delhi","914082","P1026","Juice_1L","Beverages","1","107","0","107","Wallet","Standard","Delivered","V0001","Vendor_1","","5","N","2"
"6986","2025-11-17","C004200","Customer_4200","Asansol","","P1033","SoyaChunks_500g","Grocery","3","186","0","558","COD","Standard","Delivered","V0117","Vendor_117","","5","N","2"
"6987","2024-01-05","C002084","Customer_2084","Agra","932353","P1008","Sugar_1kg","Grocery","3","207","0","621","Wallet","Express","Delivered","V0051","Vendor_51","","5","N","1"
"6988","2024-07-24","C004778","Customer_4778","Gorakhpur","898073","P1018","Mask_10pc","Household","1","243","0","243","Wallet","Standard","Delivered","V0044","Vendor_44","","5","N","3"
"6989","2024-02-22","C000701","Customer_701","Meerut","577654","P1002","Milk_1L","Dairy","1","109","0","109","Wallet","Express","Delivered","V0167","Vendor_167","","5","N","2"
"6990","2024-01-27","C007528","Customer_7528","Nagpur","495317","P1018","Mask_10pc","Household","2","260","0","520","UPI","Express","Delivered","V0060","Vendor_60","","5","N","2"
"6991","2024-01-29","C006129","Customer_6129","Bhopal","474835","P1025","ChocolateBar","Snacks","1","89","0","89","NetBanking","Standard","Delivered","V0089","Vendor_89","","","N","3"
"6992","2024-08-16","C004053","Customer_4053","Kolkata","224074","P1026","Juice_1L","Beverages","2","198","0","396","NetBanking","Standard","Delivered","V0082","Vendor_82","","4","N","2"
"6993","2025-04-30","C006637","Customer_6637","Shimla","558576","P1010","Eggs_12pc","Dairy","1","164","0","164","Wallet","Standard","Delivered","V0185","Vendor_185","","4","N","1"
"6994","2025-03-18","C003643","Customer_3643","Thiruvananthapuram","873265","P1005","Apple_1kg","Fruits","1","162","0","162","UPI","Standard","Delivered","V0183","Vendor_183","","","N","2"
"6995","2025-03-11","C001877","Customer_1877","Kanpur","186136","P1020","Chicken_1kg","Meat","1","508","0","508","COD","Standard","Delivered","V0180","Vendor_180","","5","N","3"
"6996","2025-03-28","C002819","Customer_2819","Lucknow","739060","P1023","Coffee_200g","Beverages","1","123","0","123","Wallet","Standard","Delivered","V0023","Vendor_23","","","N","1"
"6997","2025-08-04","C002242","Customer_2242","Amritsar","206754","P1037","EnergyDrink_500ml","Beverages","2","141","0","282","Card","Standard","Delivered","V0032","Vendor_32","","5","N","3"
"6998","2024-04-23","C001662","Customer_1662","Nagpur","140421","P1049","BabyWipes","Baby","1","309","0","309","COD","Express","Out for Delivery","V0010","Vendor_10","","","N","1"
"6999","2024-05-26","C003178","Customer_3178","Hyderabad","856176","P1029","Cheese_200g","Dairy","1","108","0","108","COD","Standard","Delivered","V0055","Vendor_55","","5","N","2"
"7000","2025-05-23","C007786","Customer_7786","Bhopal","997051","P1039","InstantNoodlesPack","Snacks","3","79","22","215","NetBanking","Express","Processing","V0087","Vendor_87","FREESHIP","","N","2"
"7001","2025-05-24","C001899","Customer_1899","Bhopal","162367","P1049","BabyWipes","Baby","1","218","53","165","NetBanking","Express","Delivered","V0061","Vendor_61","NEWUSER50","4","N","1"
"7002","2025-04-14","C002205","Customer_2205","Coimbatore","331148","P1012","Shampoo_200ml","PersonalCare","2","176","0","352","Wallet","Standard","Delivered","V0187","Vendor_187","","","N","2"
"7003","2024-09-14","C007743","Customer_7743","Chennai","566594","P1030","Pasta_500g","Grocery","2","253","0","506","Card","Standard","Delivered","V0088","Vendor_88","","","N","1"
"7004","2024-05-10","C002038","Customer_2038","Ranchi","527192","P1039","InstantNoodlesPack","Snacks","2","82","0","164","Wallet","Standard","Delivered","V0164","Vendor_164","","","N","1"
"7005","2025-05-27","C004687","Customer_4687","Gwalior","931153","P1003","Paneer_200g","Dairy","1","133","0","133","Wallet","Standard","Delivered","V0006","Vendor_6","","","N","4"
"7006","2024-09-11","C006810","Customer_6810","Noida","186949","P1050","Handwash_250ml","Household","2","163","0","326","NetBanking","Standard","Delivered","V0134","Vendor_134","","5","N","3"
"7007","2025-04-13","C006160","Customer_6160","Kolkata","573908","P1022","Tea_250g","Beverages","1","152","0","152","NetBanking","Standard","Delivered","V0120","Vendor_120","","4","N","3"
"7008","2024-06-02","C004558","Customer_4558","Nellore","","P1005","Apple_1kg","Fruits","1","147","0","147","COD","Standard","Delivered","V0053","Vendor_53","","5","N","3"
"7009","2025-09-16","C006242","Customer_6242","Vadodara","111157","P1046","FaceWash_100ml","PersonalCare","3","224","0","672","NetBanking","Standard","Delivered","V0096","Vendor_96","","5","N","3"
"7010","2025-08-26","C000009","Customer_9","Chennai","382573","P1001","Almonds_1kg","Grocery","3","261","0","783","NetBanking","Standard","Out for Delivery","V0048","Vendor_48","","","N","4"
"7011","2024-07-03","C002261","Customer_2261","Jammu","333030","P1025","ChocolateBar","Snacks","1","86","0","86","Card","Standard","Cancelled","V0123","Vendor_123","","","N","2"
"7012","2025-11-03","C005961","Customer_5961","Mumbai","769317","P1024","BiscuitsPack","Snacks","2","89","0","178","Wallet","Standard","Delivered","V0007","Vendor_7","","3","N","1"
"7013","2025-08-21","C002354","Customer_2354","Hyderabad","817530","P1011","Toothpaste_100g","PersonalCare","1","190","0","190","Card","Express","Delivered","V0040","Vendor_40","","3","N","1"
"7014","2025-11-19","C005824","Customer_5824","Nagpur","232311","P1017","MobileCharger","Electronics","1","975","0","975","Wallet","Standard","Returned","V0041","Vendor_41","","","Y","4"
"7015","2024-06-01","C000456","Customer_456","Mumbai","980085","P1004","Bananas_1kg","Fruits","1","152","0","152","Card","Standard","Delivered","V0177","Vendor_177","","5","N","2"
"7016","2025-04-10","C002388","Customer_2388","Shimla","824104","P1017","MobileCharger","Electronics","1","927","0","927","COD","Express","Delivered","V0077","Vendor_77","","5","N","0"
"7017","2025-10-04","C007552","Customer_7552","Varanasi","383834","P1012","Shampoo_200ml","PersonalCare","1","196","50","146","NetBanking","Standard","Delivered","V0028","Vendor_28","ZP100","5","N","4"
"7018","2025-03-02","C006073","Customer_6073","Mumbai","767974","P1037","EnergyDrink_500ml","Beverages","2","154","0","308","UPI","Standard","Delivered","V0186","Vendor_186","","","N","1"
"7019","2025-04-24","C000315","Customer_315","Nagpur","","P1004","Bananas_1kg","Fruits","1","159","0","159","Wallet","Express","Delivered","V0003","Vendor_3","","","N","1"
"7020","2024-05-13","C005395","Customer_5395","Kolkata","503233","P1023","Coffee_200g","Beverages","2","144","0","288","NetBanking","Standard","Delivered","V0032","Vendor_32","","4","N","2"
"7021","2024-12-08","C004531","Customer_4531","Indore","521396","P1012","Shampoo_200ml","PersonalCare","2","173","0","346","COD","Standard","Delivered","V0022","Vendor_22","","4","N","1"
"7022","2024-07-29","C001333","Customer_1333","Thiruvananthapuram","388543","P1038","IceCream_500ml","Frozen","1","339","0","339","COD","Standard","Delivered","V0025","Vendor_25","","5","N","1"
"7023","2025-01-13","C002676","Customer_2676","Meerut","136535","P1049","BabyWipes","Baby","3","259","0","777","Card","Standard","Delivered","V0063","Vendor_63","","","N","1"
"7024","2024-04-07","C007562","Customer_7562","Coimbatore","974707","P1003","Paneer_200g","Dairy","2","88","0","176","Card","Express","Delivered","V0013","Vendor_13","","","N","1"
"7025","2025-06-03","C001381","Customer_1381","Ludhiana","945680","P1001","Almonds_1kg","Grocery","3","271","0","813","Wallet","Standard","Delivered","V0175","Vendor_175","","5","N","1"
"7026","2024-09-30","C006911","Customer_6911","Jodhpur","656186","P1043","OlivesJar","Grocery","1","238","29","209","Wallet","Express","Out for Delivery","V0052","Vendor_52","NEWUSER50","","N","1"
"7027","2024-07-30","C007432","Customer_7432","Durgapur","575585","P1046","FaceWash_100ml","PersonalCare","1","162","0","162","NetBanking","Standard","Delivered","V0108","Vendor_108","","","N","3"
"7028","2024-11-20","C003393","Customer_3393","Kolhapur","307972","P1046","FaceWash_100ml","PersonalCare","2","170","0","340","Wallet","Express","Delivered","V0012","Vendor_12","","4","N","1"
"7029","2025-11-25","C006556","Customer_6556","Meerut","326655","P1043","OlivesJar","Grocery","1","214","0","214","NetBanking","Standard","Processing","V0125","Vendor_125","","","N","3"
"7030","2024-12-12","C007895","Customer_7895","Gurgaon","214910","P1010","Eggs_12pc","Dairy","3","149","0","447","NetBanking","Express","Delivered","V0132","Vendor_132","","4","N","1"
"7031","2025-06-19","C004423","Customer_4423","Aligarh","244392","P1031","TomatoKetchup_500g","Grocery","2","197","0","394","Wallet","Standard","Delivered","V0005","Vendor_5","","","N","3"
"7032","2024-05-20","C006471","Customer_6471","Nagpur","796998","P1017","MobileCharger","Electronics","2","691","0","1382","Wallet","Express","Delivered","V0149","Vendor_149","","","N","2"
"7033","2025-06-11","C002351","Customer_2351","Surat","838742","P1015","FloorCleaner_1L","Household","3","221","0","663","Card","Standard","Cancelled","V0137","Vendor_137","","","N","1"
"7034","2024-03-09","C006906","Customer_6906","Lucknow","671190","P1027","Cereal_500g","Grocery","1","206","0","206","UPI","Standard","Delivered","V0185","Vendor_185","","","N","3"
"7035","2025-11-17","C006171","Customer_6171","Lucknow","712785","P1042","Maggie_2pack","Snacks","1","50","0","50","COD","Standard","Delivered","V0083","Vendor_83","","","N","3"
"7036","2025-06-29","C003409","Customer_3409","Ajmer","532652","P1010","Eggs_12pc","Dairy","1","107","0","107","COD","Express","Delivered","V0081","Vendor_81","","","N","1"
"7037","2024-10-15","C004875","Customer_4875","Rajkot","973707","P1024","BiscuitsPack","Snacks","1","73","0","73","Wallet","Standard","Delivered","V0083","Vendor_83","","","N","2"
"7038","2024-06-16","C005718","Customer_5718","Rajkot","932528","P1045","SurgicalGloves","Household","1","266","0","266","NetBanking","Standard","Delivered","V0049","Vendor_49","","","N","2"
"7039","2025-07-23","C007386","Customer_7386","Ajmer","464853","P1026","Juice_1L","Beverages","3","109","0","327","UPI","Standard","Delivered","V0064","Vendor_64","","","N","1"
"7040","2025-05-26","C006281","Customer_6281","Jalandhar","446577","P1022","Tea_250g","Beverages","1","114","0","114","COD","Express","Delivered","V0120","Vendor_120","","4","N","1"
"7041","2024-07-11","C000326","Customer_326","Indore","547330","P1036","Soda_330ml","Beverages","1","161","0","161","COD","Standard","Delivered","V0090","Vendor_90","","3","N","2"
"7042","2024-10-20","C007927","Customer_7927","Gwalior","722530","P1003","Paneer_200g","Dairy","1","133","0","133","COD","Express","Delivered","V0075","Vendor_75","","5","N","1"
"7043","2025-11-11","C006120","Customer_6120","Varanasi","902082","P1047","LipBalm","PersonalCare","1","184","0","184","COD","Standard","Delivered","V0119","Vendor_119","","5","N","3"
"7044","2024-05-21","C001337","Customer_1337","Aligarh","666173","P1049","BabyWipes","Baby","3","250","0","750","NetBanking","Standard","Delivered","V0179","Vendor_179","","5","N","3"
"7045","2024-02-03","C000014","Customer_14","Ajmer","542928","P1014","Detergent_2kg","Household","2","208","47","369","NetBanking","Standard","Delivered","V0167","Vendor_167","ZP100","","N","2"
"7046","2024-03-20","C003746","Customer_3746","Kolhapur","469684","P1017","MobileCharger","Electronics","1","730","0","730","NetBanking","Standard","Out for Delivery","V0187","Vendor_187","","","N","3"
"7047","2025-10-22","C004612","Customer_4612","Gorakhpur","531967","P1029","Cheese_200g","Dairy","3","123","0","369","Wallet","Express","Delivered","V0060","Vendor_60","","","N","1"
"7048","2024-11-17","C005101","Customer_5101","Ludhiana","222751","P1031","TomatoKetchup_500g","Grocery","1","191","40","151","UPI","Express","Delivered","V0130","Vendor_130","ZP100","5","N","0"
"7049","2025-09-18","C005540","Customer_5540","Gorakhpur","523610","P1023","Coffee_200g","Beverages","2","136","0","272","Wallet","Standard","Delivered","V0018","Vendor_18","","5","N","3"
"7050","2025-04-03","C006631","Customer_6631","Gorakhpur","745781","P1007","OliveOil_500ml","Grocery","1","274","0","274","Card","Standard","Delivered","V0158","Vendor_158","","","N","1"
"7051","2024-01-02","C003679","Customer_3679","Nellore","631275","P1046","FaceWash_100ml","PersonalCare","3","174","0","522","NetBanking","Express","Processing","V0168","Vendor_168","","","N","2"
"7052","2025-03-18","C007489","Customer_7489","Indore","920501","P1013","BathSoap_75g","PersonalCare","1","102","0","102","COD","Standard","Delivered","V0088","Vendor_88","","5","N","3"
"7053","2025-01-28","C001783","Customer_1783","Bengaluru","916875","P1020","Chicken_1kg","Meat","2","300","85","515","COD","Standard","Delivered","V0183","Vendor_183","FREESHIP","5","N","1"
"7054","2024-01-13","C001822","Customer_1822","Ludhiana","667324","P1012","Shampoo_200ml","PersonalCare","2","163","0","326","Wallet","Express","Processing","V0015","Vendor_15","","","N","2"
"7055","2024-06-28","C005286","Customer_5286","Nagpur","978907","P1015","FloorCleaner_1L","Household","2","175","0","350","Card","Standard","Delivered","V0060","Vendor_60","","","N","4"
"7056","2025-05-15","C007715","Customer_7715","Meerut","217201","P1016","RiceCooker","Appliances","2","1614","0","3228","Card","Standard","Delivered","V0040","Vendor_40","","","N","3"
"7057","2024-04-07","C007267","Customer_7267","Varanasi","497904","P1022","Tea_250g","Beverages","1","171","10","161","NetBanking","Express","Delivered","V0104","Vendor_104","FESTIVE10","","N","2"
"7058","2025-07-12","C000588","Customer_588","Tirupati","416535","P1007","OliveOil_500ml","Grocery","1","238","0","238","NetBanking","Standard","Delivered","V0044","Vendor_44","","4","N","1"
"7059","2025-03-01","C006473","Customer_6473","Mangalore","249176","P1019","FrozenPeas_500g","Frozen","1","324","0","324","Card","Standard","Processing","V0058","Vendor_58","","","N","1"
"7060","2024-11-17","C001925","Customer_1925","Dhanbad","397341","P1008","Sugar_1kg","Grocery","3","134","0","402","COD","Standard","Delivered","V0188","Vendor_188","","","N","2"
"7061","2024-05-02","C005914","Customer_5914","Thiruvananthapuram","511950","P1033","SoyaChunks_500g","Grocery","1","251","0","251","UPI","Standard","Delivered","V0171","Vendor_171","","5","N","2"
"7062","2025-07-08","C001627","Customer_1627","Patna","443825","P1003","Paneer_200g","Dairy","2","126","0","252","Card","Express","Delivered","V0113","Vendor_113","","","N","1"
"7063","2024-05-06","C006625","Customer_6625","Bhopal","259993","P1018","Mask_10pc","Household","2","99","0","198","COD","Standard","Delivered","V0051","Vendor_51","","","N","2"
"7064","2025-08-28","C003736","Customer_3736","Thiruvananthapuram","647494","P1005","Apple_1kg","Fruits","1","167","0","167","NetBanking","Standard","Delivered","V0196","Vendor_196","","4","N","3"
"7065","2024-11-03","C003501","Customer_3501","Shimla","713465","P1026","Juice_1L","Beverages","1","171","0","171","COD","Express","Delivered","V0097","Vendor_97","","","N","1"
"7066","2025-11-13","C005932","Customer_5932","Gorakhpur","725615","P1014","Detergent_2kg","Household","3","190","0","570","Card","Standard","Delivered","V0018","Vendor_18","","4","N","4"
"7067","2024-07-01","C001704","Customer_1704","Gwalior","439068","P1016","RiceCooker","Appliances","3","2245","0","6735","Card","Standard","Delivered","V0015","Vendor_15","","","N","1"
"7068","2024-05-17","C006978","Customer_6978","Coimbatore","333433","P1038","IceCream_500ml","Frozen","2","243","0","486","UPI","Standard","Delivered","V0110","Vendor_110","","4","N","4"
"7069","2024-06-02","C006112","Customer_6112","Rajkot","679997","P1042","Maggie_2pack","Snacks","3","65","0","195","COD","Standard","Delivered","V0094","Vendor_94","","4","N","3"
"7070","2024-03-19","C003212","Customer_3212","Surat","973755","P1047","LipBalm","PersonalCare","2","115","0","230","UPI","Standard","Delivered","V0096","Vendor_96","","5","N","2"
"7071","2024-04-26","C006263","Customer_6263","Patna","962652","P1046","FaceWash_100ml","PersonalCare","3","169","0","507","COD","Standard","Delivered","V0155","Vendor_155","","5","N","4"
"7072","2024-09-17","C005808","Customer_5808","Rajkot","421550","P1046","FaceWash_100ml","PersonalCare","1","202","0","202","COD","Standard","Delivered","V0059","Vendor_59","","","N","2"
"7073","2024-01-02","C000487","Customer_487","Pune","393728","P1037","EnergyDrink_500ml","Beverages","2","164","0","328","Wallet","Standard","Delivered","V0020","Vendor_20","","3","N","4"
"7074","2024-10-28","C001740","Customer_1740","Delhi","484856","P1015","FloorCleaner_1L","Household","1","189","0","189","UPI","Express","Delivered","V0094","Vendor_94","","5","N","1"
"7075","2025-09-28","C001534","Customer_1534","Lucknow","932343","P1011","Toothpaste_100g","PersonalCare","1","137","22","115","UPI","Standard","Delivered","V0130","Vendor_130","FESTIVE10","5","N","1"
